HomeTeam,AwayTeam,Day_Eve,Day Type,Hol Type,Capacity,Average Travelling Fans,Cheapest Season T,Home League Position,Away League Position,Form Home,Form Away,Distance,Temperature,Lowest Home Ticket Price,Lowest Away Ticket Price,Attendance,Highest Home Ticket Price
0.021276596,1,0,0,0,0.797787778,0.382453949,0.5021398,0.791666667,0.5,0.277777778,0.388888889,0.035598706,0.654017857,0.444444444,0.8,0.607731079,0.555555556
0.042553191,0.404255319,0,0,0,0.381860622,0.24102404,0.345221113,0.416666667,0.583333333,0.388888889,0.166666667,0.488673139,0.636160714,0.722222222,0.4,0.199765845,0.592592593
0.085106383,0.468085106,0,0,0,0.557618707,0.366531377,0.370898716,0.916666667,0.666666667,0.388888889,0.277777778,0.611650485,0.645089286,0.333333333,0,0.176866294,0.481481481
0.170212766,0.723404255,0,0,0,0.544643984,0.383078364,0.930099857,0.166666667,0.708333333,0.722222222,0.555555556,0.737864078,0.71875,0.722222222,0.56,0.509961503,0.740740741
0.361702128,0.489361702,0,0,0,0.604512764,0.817670933,0.485021398,0.833333333,0.458333333,0.277777778,0.666666667,0.187702265,0.65625,0.311111111,1,0.580684208,0.407407407
0.553191489,0.14893617,0,0,0,1,0.266000624,0.796005706,0.125,0.291666667,0.722222222,0.611111111,0.792880259,0.660714286,0.666666667,0.4,0.991745049,0.555555556
0.595744681,0.808510638,0,0,0,0.445472515,0.254761161,1,0.083333333,1,0.833333333,0.111111111,0.398058252,0.696428571,0.444444444,0.52,0.494225503,0.666666667
0.744680851,0.765957447,0,0,0,0.285759347,0.235716516,0.716119829,0.541666667,0.333333333,0.333333333,0.611111111,0.100323625,0.689732143,0.944444444,0.4,0.26076517,0.592592593
0.978723404,0.234042553,0,0,0,0.426525634,0.119887605,0.085592011,0.875,0.625,0.277777778,0.333333333,0.207119741,0.671875,0.555555556,0.4,0.169127277,0.296296296
0.446808511,0.872340426,0,0,0,0.413214451,0.721511083,0.085592011,0.041666667,0.375,0.666666667,0.666666667,0.058252427,0.625,0.166666667,0.4,0.406020558,0.296296296
0.042553191,0.553191489,1,1,0,0.381860622,0.914767406,0.345221113,0.458333333,0.083333333,0.222222222,0.722222222,0.313915858,0.618303571,0.722222222,0.56,0.331190221,0.592592593
0.063829787,0.808510638,1,1,0,0.529208899,0.254761161,0.231098431,0.25,1,0.5,0.055555556,0.216828479,0.638392857,0.166666667,0.52,0.287673136,0.666666667
0.085106383,0.617021277,1,1,0,0.557618707,0.428036216,0.370898716,0.958333333,0.625,0.388888889,0.277777778,0.245954693,0.616071429,0.333333333,0.32,0.169762273,0.481481481
0.170212766,1,1,1,0,0.544643984,0.382453949,0.930099857,0.166666667,0.5,0.777777778,0.388888889,0.475728155,0.678571429,0.722222222,0.8,0.462832877,0.740740741
0.361702128,0.14893617,1,1,0,0.604512764,0.266000624,0.485021398,0.791666667,0.375,0.444444444,0.444444444,0.349514563,0.627232143,0.311111111,0.4,0.492122078,0.407407407
